Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,0.5554398571550092,0
2,0,0,0,0,0,-0.2719713268780305,0
3,0,0,0,0,0,-0.3037958002947109,0
4,0,0,0,0,0,-0.15959329759284394,0
5,0,0,0,0,0,-0.46201894520613895,0
6,0,0,0,0,0,-0.12306844320016727,0
7,0,0,0,0,0,0.5433870129349426,0
8,0,0,0,0,0,-0.35560402658190066,0
9,0,0,0,0,0,-0.478884081097102,0
10,0,0,0,0,0,-0.42929761020619417,0
11,0,0,0,0,0,-0.2616274548684068,0
12,0,0,0,0,0,-0.033741406228144366,0
13,0,0,0,0,0,0.3407565862147338,0
14,0,0,0,0,0,-0.21874173632655833,0
15,0,0,0,0,0,-0.015817967181137,0
16,0,0,0,0,0,0.7240547406941304,0
17,0,0,0,0,0,-0.11927554089536874,0
18,0,0,0,0,0,0.38111856141427203,0
19,0,0,0,0,0,-0.08540236568841592,0
20,0,0,0,0,0,-0.3201970709934957,0
21,0,0,0,0,0,-0.19684363005929537,0
22,0,0,0,0,0,0.026799094455175202,0
23,0,0,0,0,0,-0.30834959739782986,0
24,0,0,0,0,0,-0.11535034715557409,0
25,0,0,0,0,0,-0.05108975069294513,0
26,0,0,0,0,0,-0.03680663458522384,0
27,0,0,0,0,0,-0.3658375142233216,0
28,0,0,0,0,0,0.33446735200900013,0
29,0,0,0,0,0,0.10088941551746997,0
30,0,0,0,0,0,-0.19197095301166375,0
31,0,0,0,0,0,-0.3417613752744078,0
32,0,0,0,0,0,-0.31522285239978975,0
33,0,0,0,0,0,-0.1077027342769047,0
34,0,0,0,0,0,-0.03233393664795187,0
35,0,0,0,0,0,0.20766691076028293,0
36,0,0,0,0,0,0.16416189184035004,0
37,0,0,0,0,0,-0.22030951889043374,0
38,0,0,0,0,0,-0.02944790183394215,0
39,0,0,0,0,0,-0.056936005379776104,0
40,0,0,0,0,0,-0.0005827188106024033,0
41,0,0,0,0,0,-0.23350869547560985,0
42,0,0,0,0,0,-0.23097525996931323,0
43,0,0,0,0,0,0.24075096828178008,0
44,0,0,0,0,0,-0.1927517142496084,0
45,0,0,0,0,0,0.04635827304349303,0
46,0,0,0,0,0,-0.08912995337194891,0
47,0,0,0,0,0,0.06879737003776358,0
48,0,0,0,0,0,0.4321680249522985,0
49,0,0,0,0,0,0.047993883918570256,0
50,0,0,0,0,0,-0.4654426043432624,0
51,0,0,0,0,0,0.9079574425534196,0
52,0,0,0,0,0,-0.2173461603296083,0
53,0,0,0,0,0,0.5885348775043754,0
54,0,0,0,0,0,-0.0978481715418419,0
55,0,0,0,0,0,-0.34296772033635875,0
56,0,0,0,0,0,0.050390011157565015,0
57,0,0,0,0,0,0.034292148274357274,0
58,0,0,0,0,0,-0.1549379767928496,0
59,0,0,0,0,0,-0.0874769073372902,0
60,0,0,0,0,0,-0.3704825741961047,0
