Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,-0.6329752483044667,0
2,0,0,0,0,0,0.3369312775617757,0
3,0,0,0,0,0,-0.6909996621372358,0
4,0,0,0,0,0,-0.3396916461787004,0
5,0,0,0,0,0,-0.12334700388657807,0
6,0,0,0,0,0,-0.5419396030637268,0
7,0,0,0,0,0,-0.276804643394015,0
8,0,0,0,0,0,0.28114353382543317,0
9,0,0,0,0,0,0.2562957092262854,0
10,0,0,0,0,0,-0.140369617935018,0
11,0,0,0,0,0,-0.5495659004162906,0
12,0,0,0,0,0,0.14034779113517282,0
13,0,0,0,0,0,-0.2117848891969416,0
14,0,0,0,0,0,-0.17991123113017787,0
15,0,0,0,0,0,-0.654884678055518,0
16,0,0,0,0,0,0.49794822173594067,0
17,0,0,0,0,0,-0.05120557459337459,0
18,0,0,0,0,0,-0.563028625053748,0
19,0,0,0,0,0,-0.4207733633651155,0
20,0,0,0,0,0,-0.5868621839263385,0
21,0,0,0,0,0,-0.5259356667558962,0
22,0,0,0,0,0,-0.05132062178630467,0
23,0,0,0,0,0,-0.08971539380577326,0
24,0,0,0,0,0,-0.7712925257574751,0
25,0,0,0,0,0,-0.6128042095726044,0
26,0,0,0,0,0,-0.398490122625926,0
27,0,0,0,0,0,-0.5014697509830984,0
28,0,0,0,0,0,-0.4039136542757026,0
29,0,0,0,0,0,-0.19708722414169338,0
30,0,0,0,0,0,-0.8120489006468434,0
31,0,0,0,0,0,0.0717863251209524,0
32,0,0,0,0,0,-0.8539756063410758,0
33,0,0,0,0,0,-0.6478582416781716,0
34,0,0,0,0,0,-0.5586108388022486,0
35,0,0,0,0,0,-0.6639852481681333,0
36,0,0,0,0,0,-0.2433947782438881,0
37,0,0,0,0,0,-1.0629244362075134,0
38,0,0,0,0,0,-0.5904737113554016,0
39,0,0,0,0,0,-0.5003980160734756,0
40,0,0,0,0,0,-0.44111771622413526,0
41,0,0,0,0,0,-0.6486712727502173,0
42,0,0,0,0,0,-0.7365509530321683,0
43,0,0,0,0,0,-1.4408985627030324,0
44,0,0,0,0,0,-0.9482207730412997,0
45,0,0,0,0,0,-0.9425923503285005,0
46,0,0,0,0,0,-0.7472885025984142,0
47,0,0,0,0,0,-1.1262638464104653,0
48,0,0,0,0,0,-1.5149838737374355,0
49,0,0,0,0,0,-1.269341040837281,0
50,0,0,0,0,0,-1.594102867155692,0
51,0,0,0,0,0,-0.9315724050377797,0
52,0,0,0,0,0,-1.7661048135087478,0
53,0,0,0,0,0,-1.0061921716353848,0
54,0,0,0,0,0,-1.8053926129874935,0
55,0,0,0,0,0,-1.505240123452268,0
56,0,0,0,0,0,-1.5784948650641315,0
57,0,0,0,0,0,-1.1407069541250525,0
58,0,0,0,0,0,-1.6184690953099647,0
59,0,0,0,0,0,-1.9121334637183733,0
60,0,0,0,0,0,-2.11468111275799,0
