Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,0.147012956804436,0
2,0,0,0,0,0,0.13635179908293155,0
3,0,0,0,0,0,0.12339378586460148,0
4,0,0,0,0,0,-0.06186930176611621,0
5,0,0,0,0,0,0.10340559048502995,0
6,0,0,0,0,0,0.0835100210733422,0
7,0,0,0,0,0,0.023836349060868043,0
8,0,0,0,0,0,-0.03835835815355599,0
9,0,0,0,0,0,-0.10003432919825914,0
10,0,0,0,0,0,-0.11766163607360267,0
11,0,0,0,0,0,0.029504065637112428,0
12,0,0,0,0,0,-0.12497631322012877,0
13,0,0,0,0,0,-0.12510808873238335,0
14,0,0,0,0,0,-0.06554780700863198,0
15,0,0,0,0,0,-0.08215956707991784,0
16,0,0,0,0,0,-0.18575706506193018,0
17,0,0,0,0,0,-0.1650401890556306,0
18,0,0,0,0,0,-0.18525817079202503,0
19,0,0,0,0,0,-0.30646058488575423,0
20,0,0,0,0,0,-0.23378983913090384,0
21,0,0,0,0,0,-0.2606697211419143,0
22,0,0,0,0,0,-0.12493179980430838,0
23,0,0,0,0,0,-0.26469556026448776,0
24,0,0,0,0,0,-0.3896428696499507,0
25,0,0,0,0,0,-0.22522981132230988,0
26,0,0,0,0,0,-0.52742787974208,0
27,0,0,0,0,0,-0.2793723640915331,0
28,0,0,0,0,0,-0.41914694475741865,0
29,0,0,0,0,0,-0.37439518888666223,0
30,0,0,0,0,0,-0.3885037194565854,0
31,0,0,0,0,0,-0.6669899207557092,0
32,0,0,0,0,0,-0.5789667157377022,0
33,0,0,0,0,0,-0.7572390756508718,0
34,0,0,0,0,0,-0.7323864748654246,0
35,0,0,0,0,0,-0.7014136747130484,0
36,0,0,0,0,0,-0.5590654677563727,0
37,0,0,0,0,0,-0.7363961227088246,0
38,0,0,0,0,0,-0.7598944865075261,0
39,0,0,0,0,0,-0.8965691519607014,0
40,0,0,0,0,0,-0.7818684335206465,0
41,0,0,0,0,0,-0.7249895771059863,0
42,0,0,0,0,0,-0.9835245759955235,0
43,0,0,0,0,0,-0.9776838442528192,0
44,0,0,0,0,0,-1.1596302879846647,0
45,0,0,0,0,0,-1.0057495262495233,0
46,0,0,0,0,0,-1.296302971634703,0
47,0,0,0,0,0,-1.1707053067473325,0
48,0,0,0,0,0,-1.3641238197388807,0
49,0,0,0,0,0,-1.2098428545563018,0
50,0,0,0,0,0,-1.3137267489710958,0
51,0,0,0,0,0,-1.529919478575704,0
52,0,0,0,0,0,-1.3591501816902838,0
53,0,0,0,0,0,-1.5571734888625606,0
54,0,0,0,0,0,-1.543464359205096,0
55,0,0,0,0,0,-1.623793822262909,0
56,0,0,0,0,0,-1.6467230267813295,0
57,0,0,0,0,0,-1.6962354783387623,0
58,0,0,0,0,0,-1.862708391072666,0
59,0,0,0,0,0,-1.80950635664781,0
60,0,0,0,0,0,-2.065780810355085,0
