Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,-0.13029429917386023,0
2,0,0,0,0,0,0.12118263393983902,0
3,0,0,0,0,0,-0.027120280838040106,0
4,0,0,0,0,0,0.033333969421349106,0
5,0,0,0,0,0,0.055220117645003605,0
6,0,0,0,0,0,-0.10673879818500838,0
7,0,0,0,0,0,-0.014223890345876518,0
8,0,0,0,0,0,-0.04579375820393243,0
9,0,0,0,0,0,-0.15065478949229205,0
10,0,0,0,0,0,-0.3077300816887227,0
11,0,0,0,0,0,0.013595622668374753,0
12,0,0,0,0,0,-0.03233899192778084,0
13,0,0,0,0,0,0.008346872881465024,0
14,0,0,0,0,0,-0.10169741570847385,0
15,0,0,0,0,0,-0.025288438962412688,0
16,0,0,0,0,0,-0.13390046000436398,0
17,0,0,0,0,0,-0.19218969510549638,0
18,0,0,0,0,0,0.0274650680085764,0
19,0,0,0,0,0,-0.10281915948939195,0
20,0,0,0,0,0,-0.06444016655601872,0
21,0,0,0,0,0,-0.03965210410525734,0
22,0,0,0,0,0,-0.2318391263900933,0
23,0,0,0,0,0,-0.01918054237578745,0
24,0,0,0,0,0,-0.04811529481726656,0
25,0,0,0,0,0,-0.1254504809083638,0
26,0,0,0,0,0,-0.18971682061067238,0
27,0,0,0,0,0,-0.3138238548372293,0
28,0,0,0,0,0,-0.16916108421641596,0
29,0,0,0,0,0,-0.28953650141361964,0
30,0,0,0,0,0,-0.20265332797963898,0
31,0,0,0,0,0,-0.17250295411826083,0
32,0,0,0,0,0,-0.4073291173938997,0
33,0,0,0,0,0,-0.3572325445499084,0
34,0,0,0,0,0,-0.38041115892235483,0
35,0,0,0,0,0,-0.45886734810226043,0
36,0,0,0,0,0,-0.3009499789032137,0
37,0,0,0,0,0,-0.579962957994146,0
38,0,0,0,0,0,-0.5701076151960016,0
39,0,0,0,0,0,-0.37135805228150337,0
40,0,0,0,0,0,-0.7202965225404621,0
41,0,0,0,0,0,-0.6157716896615726,0
42,0,0,0,0,0,-0.49442950159170274,0
43,0,0,0,0,0,-0.6715112694284702,0
44,0,0,0,0,0,-0.6394398650306484,0
45,0,0,0,0,0,-0.5741296089045572,0
46,0,0,0,0,0,-0.5547939507418781,0
47,0,0,0,0,0,-0.553035008328641,0
48,0,0,0,0,0,-0.6563488270231265,0
49,0,0,0,0,0,-0.5338018076161556,0
50,0,0,0,0,0,-0.7723290770473104,0
51,0,0,0,0,0,-0.7243171345777796,0
52,0,0,0,0,0,-0.6246829376584807,0
53,0,0,0,0,0,-0.6519720447909221,0
54,0,0,0,0,0,-0.8420788502485803,0
55,0,0,0,0,0,-0.8413841099176878,0
56,0,0,0,0,0,-0.9777606393212891,0
57,0,0,0,0,0,-0.9175816668943221,0
58,0,0,0,0,0,-1.0031384780362642,0
59,0,0,0,0,0,-0.9130771094450019,0
60,0,0,0,0,0,-0.9967203588980125,0
