Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,-0.41332447316094356,0
2,0,0,0,0,0,-0.049761248676969023,0
3,0,0,0,0,0,0.20340617559605145,0
4,0,0,0,0,0,-0.611923695028844,0
5,0,0,0,0,0,0.5843112597434367,0
6,0,0,0,0,0,-0.2670103238046896,0
7,0,0,0,0,0,-0.668704071130657,0
8,0,0,0,0,0,-0.0665586006581873,0
9,0,0,0,0,0,0.9068830497730793,0
10,0,0,0,0,0,0.010917859323397783,0
11,0,0,0,0,0,0.5003030541772614,0
12,0,0,0,0,0,0.4191554503005374,0
13,0,0,0,0,0,0.19572370165423056,0
14,0,0,0,0,0,-0.9430552444283934,0
15,0,0,0,0,0,-0.3653389681545288,0
16,0,0,0,0,0,-0.21404032035119172,0
17,0,0,0,0,0,-0.4887062475285067,0
18,0,0,0,0,0,-1.2112852468038546,0
19,0,0,0,0,0,-0.586623718139974,0
20,0,0,0,0,0,-0.4836867144870544,0
21,0,0,0,0,0,0.08374772262425739,0
22,0,0,0,0,0,0.15163764750699504,0
23,0,0,0,0,0,-0.3173846430310029,0
24,0,0,0,0,0,-0.6506339232157006,0
25,0,0,0,0,0,-0.6084808868381189,0
26,0,0,0,0,0,-0.8053280514803832,0
27,0,0,0,0,0,0.14166711635641238,0
28,0,0,0,0,0,-0.9440056770313352,0
29,0,0,0,0,0,-0.931284241858523,0
30,0,0,0,0,0,-0.9953607808613413,0
31,0,0,0,0,0,0.0244428782781978,0
32,0,0,0,0,0,0.40597898335923577,0
33,0,0,0,0,0,-1.3156345172012922,0
34,0,0,0,0,0,-0.21710141826386786,0
35,0,0,0,0,0,-0.5621319165332656,0
36,0,0,0,0,0,-1.0133422443881552,0
37,0,0,0,0,0,-0.9133387264501109,0
38,0,0,0,0,0,-0.3687302358328419,0
39,0,0,0,0,0,-0.9181836489542845,0
40,0,0,0,0,0,-0.20298237480085213,0
41,0,0,0,0,0,-0.5047276064998537,0
42,0,0,0,0,0,-0.2861246871572528,0
43,0,0,0,0,0,-1.7221445101725086,0
44,0,0,0,0,0,-1.9944925449199862,0
45,0,0,0,0,0,-0.9153225923997866,0
46,0,0,0,0,0,-1.6997658067048942,0
47,0,0,0,0,0,-1.505685542611173,0
48,0,0,0,0,0,-1.3359481945214913,0
49,0,0,0,0,0,-1.3400094384572816,0
50,0,0,0,0,0,-0.80014832191048,0
51,0,0,0,0,0,-1.469077902465066,0
52,0,0,0,0,0,-0.8518136637499457,0
53,0,0,0,0,0,-0.8588675310350502,0
54,0,0,0,0,0,-1.3126940679056507,0
55,0,0,0,0,0,-1.9042347132026978,0
56,0,0,0,0,0,-1.458482210802225,0
57,0,0,0,0,0,-1.795932393152328,0
58,0,0,0,0,0,-1.3791799952590023,0
59,0,0,0,0,0,-1.4449049753476313,0
60,0,0,0,0,0,-1.8801851013406372,0
