Date,Open,Heigh,Low,Close,Volume,Adj Close,Average
1,0,0,0,0,0,0.9494627753231916,0
2,0,0,0,0,0,0.024960589795356185,0
3,0,0,0,0,0,-0.08370601988355067,0
4,0,0,0,0,0,0.27868720504763045,0
5,0,0,0,0,0,0.8629470365459874,0
6,0,0,0,0,0,0.06549110761759369,0
7,0,0,0,0,0,-0.8985476448558469,0
8,0,0,0,0,0,1.20193025615517,0
9,0,0,0,0,0,-0.14605280122461242,0
10,0,0,0,0,0,-0.2619384367788725,0
11,0,0,0,0,0,0.32463419666368865,0
12,0,0,0,0,0,0.005163435823731209,0
13,0,0,0,0,0,0.36768426348965716,0
14,0,0,0,0,0,0.2586174660071562,0
15,0,0,0,0,0,0.42239326120198173,0
16,0,0,0,0,0,0.7581723346859324,0
17,0,0,0,0,0,-0.37142221372107154,0
18,0,0,0,0,0,1.0186135217660908,0
19,0,0,0,0,0,-0.30283237918858785,0
20,0,0,0,0,0,-0.3527091769106938,0
21,0,0,0,0,0,0.1607591981060703,0
22,0,0,0,0,0,-0.12392275658830573,0
23,0,0,0,0,0,-0.4230044589764109,0
24,0,0,0,0,0,1.2096176332214508,0
25,0,0,0,0,0,-0.3133760875124414,0
26,0,0,0,0,0,-0.48784187978111,0
27,0,0,0,0,0,0.4774710332280411,0
28,0,0,0,0,0,-0.24548804070115207,0
29,0,0,0,0,0,-0.39356081964132916,0
30,0,0,0,0,0,-0.6973757617506247,0
31,0,0,0,0,0,0.4074988004955523,0
32,0,0,0,0,0,0.23292664837946686,0
33,0,0,0,0,0,0.6476418403467148,0
34,0,0,0,0,0,0.09865892356274089,0
35,0,0,0,0,0,0.433490853482798,0
36,0,0,0,0,0,0.5633413388434412,0
37,0,0,0,0,0,-0.848866478275462,0
38,0,0,0,0,0,0.03305237789402449,0
39,0,0,0,0,0,0.6781756211489023,0
40,0,0,0,0,0,-0.20193300664651015,0
41,0,0,0,0,0,0.6913909523068315,0
42,0,0,0,0,0,-0.0979679639058022,0
43,0,0,0,0,0,0.557159512877425,0
44,0,0,0,0,0,1.034125563703392,0
45,0,0,0,0,0,0.13153879806061614,0
46,0,0,0,0,0,0.17012030508791082,0
47,0,0,0,0,0,0.40742299072931654,0
48,0,0,0,0,0,0.4209050569694201,0
49,0,0,0,0,0,1.488040504442237,0
50,0,0,0,0,0,1.3582631199488306,0
51,0,0,0,0,0,0.7283300359012834,0
52,0,0,0,0,0,0.47787705143321507,0
53,0,0,0,0,0,0.873037148736687,0
54,0,0,0,0,0,0.3948123476231178,0
55,0,0,0,0,0,0.9237275124102033,0
56,0,0,0,0,0,0.037001501835799644,0
57,0,0,0,0,0,1.9509680027845286,0
58,0,0,0,0,0,0.8494189864231507,0
59,0,0,0,0,0,1.9388386143867355,0
60,0,0,0,0,0,1.000447828581745,0
